Coverage,Length,Time,DGP,Method,Algorithm
0.94,3.5350804361413246,52.24135941476335,Linear,FullCP,RLM
0.87,2.976389590920546,0.006920364339761376,Linear,SplitCP,RLM
0.95,3.6941883795287493,0.9054218538013267,Linear,RO-StabCP,RLM
0.95,3.6940546807831978,0.008745111215978292,Linear,LOO-StabCP,RLM
0.98,3.628594265491143,0.92112105062746,Linear,OracleCP,RLM
0.98,3.6571734105799516,54.63380424862012,Linear,FullCP,RLM
0.98,3.637679606423064,0.004310764159218436,Linear,SplitCP,RLM
1.0,3.7419477171484807,0.9271830048258279,Linear,RO-StabCP,RLM
1.0,3.7419367172111446,0.008743814244040077,Linear,LOO-StabCP,RLM
0.9,3.096280789875591,0.9374854087761925,Linear,OracleCP,RLM
0.9,3.0628007242888784,51.157521376457574,Linear,FullCP,RLM
0.93,3.849659552973834,0.004606103197720722,Linear,SplitCP,RLM
0.9,3.183615427756838,0.916306320229392,Linear,RO-StabCP,RLM
0.9,3.183493896822727,0.012650849567062477,Linear,LOO-StabCP,RLM
0.92,3.150485202048066,0.979589472010756,Linear,OracleCP,RLM
0.91,3.1161854569647187,57.46307608669108,Linear,FullCP,RLM
0.87,2.6713269643882502,0.00437125863605093,Linear,SplitCP,RLM
0.92,3.242826700349856,0.9780083705772182,Linear,RO-StabCP,RLM
0.92,3.2421704311870614,0.00922915967149098,Linear,LOO-StabCP,RLM
0.91,3.2329940011414893,0.9802538922065334,Linear,OracleCP,RLM
0.9,3.3858335287956254,62.88993249406508,Linear,FullCP,RLM
0.99,5.172242890107072,0.005481096051752746,Linear,SplitCP,RLM
0.91,3.548754449816461,0.9928945512797956,Linear,RO-StabCP,RLM
0.91,3.548926560794391,0.013090800976675825,Linear,LOO-StabCP,RLM
0.84,3.2132443233927255,0.9236868316846617,Linear,OracleCP,RLM
0.83,3.1675751938201744,57.925267322614985,Linear,FullCP,RLM
0.86,3.4712819299407514,0.004360882860545204,Linear,SplitCP,RLM
0.84,3.3066515818620172,0.9269149021980282,Linear,RO-StabCP,RLM
0.84,3.3062360537412845,0.008664606314956183,Linear,LOO-StabCP,RLM
0.83,2.7106525412622786,0.9732201354630309,Linear,OracleCP,RLM
0.82,2.6864696420164114,56.113454221129366,Linear,FullCP,RLM
0.83,2.718026630457564,0.004112605375229606,Linear,SplitCP,RLM
0.85,2.8207035232879694,0.9062873046475275,Linear,RO-StabCP,RLM
0.85,2.8202628725008996,0.01163124434191939,Linear,LOO-StabCP,RLM
0.96,3.578824773855768,0.9285850314910392,Linear,OracleCP,RLM
0.95,3.5792343890365914,57.42652000620394,Linear,FullCP,RLM
0.99,4.5369105331886965,0.004728759686734846,Linear,SplitCP,RLM
0.97,3.688544002898472,0.9313799133770415,Linear,RO-StabCP,RLM
0.97,3.688495174508785,0.012389324439806532,Linear,LOO-StabCP,RLM
0.97,3.7299279493000252,0.9914756639793875,Linear,OracleCP,RLM
0.97,3.8390008721315145,51.101697666138,Linear,FullCP,RLM
0.98,4.050094579120799,0.004982966186625144,Linear,SplitCP,RLM
0.97,3.997479022761996,1.0002730246363054,Linear,RO-StabCP,RLM
0.97,3.9973590764739293,0.009981496036508879,Linear,LOO-StabCP,RLM
0.9,3.434485797653871,1.040891962360759,Linear,OracleCP,RLM
0.88,3.481951878126887,55.29432695108235,Linear,FullCP,RLM
0.94,3.870119754495004,0.004300295742859979,Linear,SplitCP,RLM
0.92,3.653167415634198,0.9744919090893042,Linear,RO-StabCP,RLM
0.92,3.653742431200903,0.012217197735434747,Linear,LOO-StabCP,RLM
0.9,3.13184955505745,0.9713383218215325,Linear,OracleCP,RLM
0.9,3.2681677076161137,70.00492016495257,Linear,FullCP,RLM
0.85,2.8539701295753246,0.0045337506917388255,Linear,SplitCP,RLM
0.9,3.374787415101752,0.9657514299159624,Linear,RO-StabCP,RLM
0.9,3.3751221718847177,0.014016746299709185,Linear,LOO-StabCP,RLM
0.88,3.523878660118393,0.9879913488673707,Linear,OracleCP,RLM
0.88,3.4611179668330845,51.988039765756234,Linear,FullCP,RLM
0.91,3.706494152214319,0.008816444672580161,Linear,SplitCP,RLM
0.9,3.6096984696594285,0.9717524264332342,Linear,RO-StabCP,RLM
0.9,3.6095755924592505,0.0127981485229027,Linear,LOO-StabCP,RLM
0.88,2.9602658439716465,0.9295308019565567,Linear,OracleCP,RLM
0.85,2.9230899268166435,59.633234197028976,Linear,FullCP,RLM
0.85,2.903507993218556,0.006311436014769053,Linear,SplitCP,RLM
0.89,3.125304544242938,0.9069353274123718,Linear,RO-StabCP,RLM
0.89,3.1251578054741516,0.008776145901642742,Linear,LOO-StabCP,RLM
0.86,2.921371493011479,1.0515436223259145,Linear,OracleCP,RLM
0.85,2.919171453674748,71.67903773931448,Linear,FullCP,RLM
0.84,2.8343979046151184,0.004651960419821924,Linear,SplitCP,RLM
0.87,3.0389297868332665,1.058969898362433,Linear,RO-StabCP,RLM
0.87,3.0391786996292005,0.009934341842469462,Linear,LOO-StabCP,RLM
0.94,3.66379566222709,1.0204834604269641,Linear,OracleCP,RLM
0.94,3.7195562075887567,49.55246292576302,Linear,FullCP,RLM
0.88,3.289818881821706,0.004597858161827778,Linear,SplitCP,RLM
0.94,3.8242888640919217,0.9823419243862082,Linear,RO-StabCP,RLM
0.94,3.824185086653994,0.011049181864218681,Linear,LOO-StabCP,RLM
0.9,3.0564495356732557,0.9756548297136202,Linear,OracleCP,RLM
0.9,3.008214866654789,56.66169176332226,Linear,FullCP,RLM
0.95,3.4342169009594534,0.004268705212079151,Linear,SplitCP,RLM
0.91,3.157712183957723,0.9808076065832988,Linear,RO-StabCP,RLM
0.91,3.1586088392563743,0.00923193889707287,Linear,LOO-StabCP,RLM
0.9,3.345510787617105,1.056190209576278,Linear,OracleCP,RLM
0.88,3.2552668760265537,62.261649549479614,Linear,FullCP,RLM
0.89,3.250114536347401,0.005907336615162098,Linear,SplitCP,RLM
0.91,3.423228874554516,1.0528833943380915,Linear,RO-StabCP,RLM
0.91,3.423926137644419,0.012581276286662472,Linear,LOO-StabCP,RLM
0.91,3.2853712226869956,0.9249122848845702,Linear,OracleCP,RLM
0.9,3.248702749225497,46.35602528004712,Linear,FullCP,RLM
0.95,3.651558977216841,0.004345319197286614,Linear,SplitCP,RLM
0.91,3.368607769773241,0.9123978026527259,Linear,RO-StabCP,RLM
0.91,3.367851188476012,0.00910520621053864,Linear,LOO-StabCP,RLM
0.9,2.7994383569107617,0.9799130665093408,Linear,OracleCP,RLM
0.9,2.9880471719064663,59.67705369093354,Linear,FullCP,RLM
0.9,3.048612925039023,0.004774246345425129,Linear,SplitCP,RLM
0.9,3.1210333978831506,0.9789378362526553,Linear,RO-StabCP,RLM
0.9,3.120795997557982,0.013330092299276643,Linear,LOO-StabCP,RLM
0.92,3.3946675513234994,1.1033170745641405,Linear,OracleCP,RLM
0.9,3.3132128790685487,57.49965560531396,Linear,FullCP,RLM
0.96,3.654101117744033,0.010954780835287115,Linear,SplitCP,RLM
0.92,3.4786258320642127,1.1384022035916384,Linear,RO-StabCP,RLM
0.92,3.4785258664175194,0.013687963913371477,Linear,LOO-StabCP,RLM
0.83,3.219065801362228,0.9524327324415716,Linear,OracleCP,RLM
0.82,3.150291024118484,58.744983788485364,Linear,FullCP,RLM
0.89,3.578735235994066,0.004980928087865091,Linear,SplitCP,RLM
0.84,3.299711388316166,0.9572045701248256,Linear,RO-StabCP,RLM
0.84,3.2998918983156966,0.010221991690195182,Linear,LOO-StabCP,RLM
0.91,3.3185258854118405,0.9985562969943713,Linear,OracleCP,RLM
0.9,3.350163822356667,60.7958522563199,Linear,FullCP,RLM
0.86,3.0152735340191326,0.005155092890996929,Linear,SplitCP,RLM
0.93,3.4962869182143668,0.9918587339054248,Linear,RO-StabCP,RLM
0.93,3.495855820419749,0.009311610030420412,Linear,LOO-StabCP,RLM
0.93,3.113458912325579,1.0216479559457765,Linear,OracleCP,RLM
0.93,3.148841095360503,52.69938171967357,Linear,FullCP,RLM
0.92,2.9790007745493905,0.004359678529459718,Linear,SplitCP,RLM
0.94,3.286484840490555,0.9791176521478037,Linear,RO-StabCP,RLM
0.94,3.2863499315444455,0.009661236608622304,Linear,LOO-StabCP,RLM
0.94,3.5774928852453725,6.856919896914702,Linear,OracleCP,SGD
0.94,3.6077630650468735,229.21545826374373,Linear,FullCP,SGD
0.94,3.5900388837405015,0.15796945993895062,Linear,SplitCP,SGD
0.94,3.712078282915664,6.938333899354493,Linear,RO-StabCP,SGD
0.94,3.6711444743123245,0.04599233757704242,Linear,LOO-StabCP,SGD
0.89,3.293024374430987,0.6106191772553752,Linear,OracleCP,SGD
0.89,3.354976693949149,35.1681143525908,Linear,FullCP,SGD
0.89,3.4404855775260814,0.00427195958143696,Linear,SplitCP,SGD
0.89,3.4868162885713967,0.5763747285272844,Linear,RO-StabCP,SGD
0.89,3.4465179861964823,0.045353161806335,Linear,LOO-StabCP,SGD
0.91,3.4334042605041106,0.5071293382285567,Linear,OracleCP,SGD
0.91,3.4731183781365154,32.87177426091762,Linear,FullCP,SGD
0.95,4.03194312136008,0.004405458318356865,Linear,SplitCP,SGD
0.92,3.629657920809925,0.6427559641066396,Linear,RO-StabCP,SGD
0.92,3.5888698822246337,0.04598424674450182,Linear,LOO-StabCP,SGD
0.88,3.092781206116223,4.63910538046432,Linear,OracleCP,SGD
0.86,3.1437690159295557,222.50034234335186,Linear,FullCP,SGD
0.94,3.5690034900731464,0.05036138714896659,Linear,SplitCP,SGD
0.89,3.2764325683021553,4.182572063528408,Linear,RO-StabCP,SGD
0.88,3.235938319124503,0.045794112179797716,Linear,LOO-StabCP,SGD
0.92,3.385917776373118,0.5154264869989423,Linear,OracleCP,SGD
0.92,3.4161326045267044,27.832039170956662,Linear,FullCP,SGD
0.82,2.8020618344804884,0.0044661395624113675,Linear,SplitCP,SGD
0.93,3.518370312093822,0.48181312320901837,Linear,RO-StabCP,SGD
0.93,3.4773274954040323,0.047950319051867696,Linear,LOO-StabCP,SGD
0.94,3.699874490576462,0.6648277552773972,Linear,OracleCP,SGD
0.94,3.6646159546441437,33.81671877499941,Linear,FullCP,SGD
0.94,3.7267134570321323,0.0042760049977072605,Linear,SplitCP,SGD
0.94,3.7850245326930967,0.7137287471527854,Linear,RO-StabCP,SGD
0.94,3.746187500429841,0.04587906592147402,Linear,LOO-StabCP,SGD
0.95,3.411346008884225,0.6038309687538115,Linear,OracleCP,SGD
0.94,3.406697424676892,42.95931100088251,Linear,FullCP,SGD
0.94,3.35941834241689,0.00428005041397756,Linear,SplitCP,SGD
0.95,3.5879469973301936,0.7217588984493313,Linear,RO-StabCP,SGD
0.95,3.5495933400212807,0.04553925095476881,Linear,LOO-StabCP,SGD
0.95,3.607454678564939,0.5855375963795142,Linear,OracleCP,SGD
0.95,3.7965346458023914,33.77727192094771,Linear,FullCP,SGD
0.95,3.8531703512623814,0.004360958739383564,Linear,SplitCP,SGD
0.95,3.912234662914129,0.662250825113216,Linear,RO-StabCP,SGD
0.95,3.87086322624839,0.0534156764330432,Linear,LOO-StabCP,SGD
0.89,3.025114330933793,9.36297032262397,Linear,OracleCP,SGD
0.86,3.0490980921542006,114.37733660715386,Linear,FullCP,SGD
0.89,3.187847141896581,0.012880605404635682,Linear,SplitCP,SGD
0.89,3.2479267384997716,0.7468526155740031,Linear,RO-StabCP,SGD
0.89,3.208124094920901,0.045474524294444006,Linear,LOO-StabCP,SGD
0.89,3.2367344825133157,0.5943970580114716,Linear,OracleCP,SGD
0.88,3.1853537929385163,42.79100954778921,Linear,FullCP,SGD
0.94,3.926550954469035,0.004308368327869661,Linear,SplitCP,SGD
0.9,3.317259595830069,0.7168518085134572,Linear,RO-StabCP,SGD
0.89,3.2770813223841837,0.045968065079420625,Linear,LOO-StabCP,SGD
0.96,3.7531050216354167,0.8226960798095904,Linear,OracleCP,SGD
0.96,3.716891849171325,40.99927040917565,Linear,FullCP,SGD
0.99,4.998907467855185,0.004170824174679456,Linear,SplitCP,SGD
0.96,3.8369904833394326,0.794697753802843,Linear,RO-StabCP,SGD
0.96,3.7964378333329387,0.050511067550967695,Linear,LOO-StabCP,SGD
0.89,2.9251286470352618,0.9140375337766975,Linear,OracleCP,SGD
0.88,2.870295977410278,46.09281762636414,Linear,FullCP,SGD
0.89,2.945394403569345,0.00425982333262606,Linear,SplitCP,SGD
0.92,3.0096515456438038,0.8441610585398029,Linear,RO-StabCP,SGD
0.89,2.9686747117065537,0.05653469237744462,Linear,LOO-StabCP,SGD
0.94,3.715801838666904,0.6890921620666576,Linear,OracleCP,SGD
0.94,3.6932541913966714,40.00389169045203,Linear,FullCP,SGD
0.94,3.956689117239626,0.004255777916355759,Linear,SplitCP,SGD
0.94,3.81396941593014,0.8543878708711217,Linear,RO-StabCP,SGD
0.94,3.775945609958261,0.04615415422785443,Linear,LOO-StabCP,SGD
0.94,2.9896942290668447,0.7458129435925359,Linear,OracleCP,SGD
0.94,3.18782566047025,44.222763274173836,Linear,FullCP,SGD
0.97,3.815768432789794,0.004227460002463658,Linear,SplitCP,SGD
0.96,3.3290809829645776,0.8804403516518547,Linear,RO-StabCP,SGD
0.95,3.290591439092649,0.045474524294444006,Linear,LOO-StabCP,SGD
0.93,3.4816791096726667,0.7641750880434284,Linear,OracleCP,SGD
0.93,3.4165985655113804,40.57044819369129,Linear,FullCP,SGD
0.96,4.201202733374914,0.013086921634420991,Linear,SplitCP,SGD
0.93,3.5649739601563017,0.7852719338930436,Linear,RO-StabCP,SGD
0.93,3.5248257465207105,0.046044927988556326,Linear,LOO-StabCP,SGD
0.92,3.268201305336008,0.8401399147671246,Linear,OracleCP,SGD
0.91,3.3098733901481756,41.25411140712321,Linear,FullCP,SGD
0.96,3.9528373340940814,0.004462094146141067,Linear,SplitCP,SGD
0.92,3.4344513281411584,0.9694273733496471,Linear,RO-StabCP,SGD
0.92,3.395508042489362,0.04562825011271541,Linear,LOO-StabCP,SGD
0.88,2.960635117784656,0.7158809086085851,Linear,OracleCP,SGD
0.88,3.156762491862021,38.019926506922616,Linear,FullCP,SGD
0.86,2.847206844242262,0.004344777074302363,Linear,SplitCP,SGD
0.88,3.284341295754837,0.7025795799118383,Linear,RO-StabCP,SGD
0.88,3.2454451657813177,0.06047088240844667,Linear,LOO-StabCP,SGD
0.89,2.954180770694194,0.7860971988121849,Linear,OracleCP,SGD
0.88,2.937642238141618,41.99250910269228,Linear,FullCP,SGD
0.88,2.9009967989595724,0.0041748695909497565,Linear,SplitCP,SGD
0.89,3.0475271278804468,0.9201582485936616,Linear,RO-StabCP,SGD
0.89,3.0076129882870144,0.0453207984761726,Linear,LOO-StabCP,SGD
0.85,2.892758602598767,0.8574138422413062,Linear,OracleCP,SGD
0.84,2.8967177899965213,42.69695361950473,Linear,FullCP,SGD
0.86,3.041711367262248,0.006213759391181033,Linear,SplitCP,SGD
0.85,3.038887512396169,0.8499945488015758,Linear,RO-StabCP,SGD
0.85,2.9981236819445938,0.045612068447634206,Linear,LOO-StabCP,SGD
0.87,3.265834807828961,1.01421013146187,Linear,OracleCP,SGD
0.86,3.3649976907648034,37.521215679952554,Linear,FullCP,SGD
0.9,3.6303472649930346,0.004227460002463658,Linear,SplitCP,SGD
0.87,3.501423833933006,0.9173264572044515,Linear,RO-StabCP,SGD
0.87,3.46276067575458,0.06532538193280685,Linear,LOO-StabCP,SGD
0.91,3.23457367814023,0.8032174004680951,Linear,OracleCP,SGD
0.91,3.478350240896416,50.41963709784264,Linear,FullCP,SGD
0.79,2.729130864276067,0.004324549992950862,Linear,SplitCP,SGD
0.92,3.5782448704142755,0.7189554249740132,Linear,RO-StabCP,SGD
0.92,3.539508212942187,0.045794112179797716,Linear,LOO-StabCP,SGD
0.86,2.7867842047241282,0.8041802095404266,Linear,OracleCP,SGD
0.86,2.775540258461004,48.7351743078849,Linear,FullCP,SGD
0.86,2.8107632755472096,0.0042395962512745584,Linear,SplitCP,SGD
0.87,2.875687357228445,0.7289476031616546,Linear,RO-StabCP,SGD
0.87,2.8371057185073068,0.04621888088817923,Linear,LOO-StabCP,SGD
0.92,3.507777426524332,0.7504004456430563,Linear,OracleCP,SGD
0.91,3.5520288619610176,40.617241523689856,Linear,FullCP,SGD
0.89,3.3706749997169574,0.004235550835004259,Linear,SplitCP,SGD
0.93,3.6751077287089773,0.7736575437810119,Linear,RO-StabCP,SGD
0.93,3.6355844688225427,0.046133927146502926,Linear,LOO-StabCP,SGD
0.88,3.2663790966435426,0.7084818422502062,Linear,OracleCP,SGD
0.88,3.3835460546449396,39.77623588984088,Linear,FullCP,SGD
0.93,3.763345440809231,0.004308368327869661,Linear,SplitCP,SGD
0.88,3.529023811970715,0.8067288217907156,Linear,RO-StabCP,SGD
0.88,3.4889051428806086,0.046898510821589655,Linear,LOO-StabCP,SGD
0.96,3.568810678853166,0.8237074338771654,Linear,OracleCP,SGD
0.95,3.6406841539753274,36.11333395497896,Linear,FullCP,SGD
0.96,4.1777078940318795,0.004223414586193359,Linear,SplitCP,SGD
0.96,3.773967164992589,0.680406653334323,Linear,RO-StabCP,SGD
0.96,3.7316977636843536,0.16368158771261443,Linear,LOO-StabCP,SGD
0.87,3.102304027102142,0.7316297141488636,Linear,OracleCP,SGD
0.86,3.0362723511891865,41.64742295858687,Linear,FullCP,SGD
0.73,2.3945673981645945,0.004599638299331272,Linear,SplitCP,SGD
0.87,3.195584468383676,0.8075621775423975,Linear,RO-StabCP,SGD
0.87,3.151410705541222,0.045794112179797716,Linear,LOO-StabCP,SGD
0.86,3.1720151628813573,0.8549016387374498,Linear,OracleCP,SGD
0.86,3.1363891923381186,37.71282682159532,Linear,FullCP,SGD
0.71,2.4330126487905073,0.004373094988194464,Linear,SplitCP,SGD
0.87,3.2759457555418345,0.569671473767397,Linear,RO-StabCP,SGD
0.86,3.2317516358132137,0.04585883884012252,Linear,LOO-StabCP,SGD
0.95,3.533643049843257,0.8955216635075337,Linear,OracleCP,SGD
0.95,3.5546814342702135,39.48897897131941,Linear,FullCP,SGD
0.99,4.641596144043422,0.0042638687488963595,Linear,SplitCP,SGD
0.95,3.6558058714682558,0.8113284600900469,Linear,RO-StabCP,SGD
0.95,3.6130438734397767,0.045968065079420625,Linear,LOO-StabCP,SGD
0.85,2.9390686666988954,0.94843975373933,Linear,OracleCP,SGD
0.85,3.0573630634980575,45.469952974058565,Linear,FullCP,SGD
0.93,3.859385416500172,0.006480756865020843,Linear,SplitCP,SGD
0.85,3.1821485650070684,0.8661114872224516,Linear,RO-StabCP,SGD
0.85,3.1410340692526835,0.04581029384487892,Linear,LOO-StabCP,SGD
0.88,3.4293132676581304,0.7764407901749784,Linear,OracleCP,SGD
0.88,3.453430107091764,44.41892550912069,Linear,FullCP,SGD
0.88,3.354160213764885,0.019919629714957945,Linear,SplitCP,SGD
0.89,3.604188362322227,0.8142654323022848,Linear,RO-StabCP,SGD
0.88,3.563378364047424,0.04578197593098682,Linear,LOO-StabCP,SGD
0.86,3.175298812767435,0.7802960718805745,Linear,OracleCP,SGD
0.85,3.2394145461951855,45.02119494719417,Linear,FullCP,SGD
0.86,3.3280464021926752,0.004377140404464764,Linear,SplitCP,SGD
0.86,3.3890377451914806,0.7710927498656416,Linear,RO-StabCP,SGD
0.86,3.3525521067472583,0.0453855251364974,Linear,LOO-StabCP,SGD
0.94,3.5695766585290873,0.7558941209381239,Linear,OracleCP,SGD
0.94,3.6719852940535516,33.56709231862427,Linear,FullCP,SGD
0.96,3.889859678411597,0.01255697210301167,Linear,SplitCP,SGD
0.94,3.760706051890105,0.8667304359118074,Linear,RO-StabCP,SGD
0.94,3.7227422952132034,0.04601256465839392,Linear,LOO-StabCP,SGD
0.97,3.3530914245645476,0.568862390513337,Linear,OracleCP,SGD
0.97,3.3616910581681667,40.745129268242856,Linear,FullCP,SGD
0.98,3.5148728327186802,0.0042760049977072605,Linear,SplitCP,SGD
0.98,3.482576637796841,0.7681800501510255,Linear,RO-StabCP,SGD
0.98,3.4439063961041168,0.14610829943443057,Linear,LOO-StabCP,SGD
0.9,3.360885130932653,0.8921477863381033,Linear,OracleCP,SGD
0.9,3.3498849553750563,42.19259134600506,Linear,FullCP,SGD
0.93,3.574847297715819,0.0042395962512745584,Linear,SplitCP,SGD
0.9,3.4492167472322475,0.6976765353922344,Linear,RO-StabCP,SGD
0.9,3.4086696493001183,0.045697022189310516,Linear,LOO-StabCP,SGD
0.87,2.8893431818236097,0.7288141044247347,Linear,OracleCP,SGD
0.84,2.858037984837821,38.94375394807344,Linear,FullCP,SGD
0.8,2.7429509794192124,0.012674289174850376,Linear,SplitCP,SGD
0.87,2.990082158849173,0.6884813042098422,Linear,RO-StabCP,SGD
0.87,2.951556609202904,0.04568084052422931,Linear,LOO-StabCP,SGD
0.91,3.350636395765077,0.7337009672792573,Linear,OracleCP,SGD
0.91,3.3274445583909635,40.85933946038597,Linear,FullCP,SGD
0.91,3.386989261440163,0.004360958739383564,Linear,SplitCP,SGD
0.92,3.4512439819257033,0.7244005552738373,Linear,RO-StabCP,SGD
0.91,3.408895360689362,0.259962494945758,Linear,LOO-StabCP,SGD
0.94,3.5188228817667535,0.6011609940154135,Linear,OracleCP,SGD
0.93,3.537820504492593,47.81034360349904,Linear,FullCP,SGD
0.94,3.613045741753034,0.004344777074302363,Linear,SplitCP,SGD
0.94,3.676717340825326,0.8326235313369069,Linear,RO-StabCP,SGD
0.94,3.634645372336033,0.04574152176828381,Linear,LOO-StabCP,SGD
0.84,2.9152847894910736,0.8680856503623581,Linear,OracleCP,SGD
0.84,2.9455968238701926,39.57479438666129,Linear,FullCP,SGD
0.73,2.4331580222953275,0.004191051256030957,Linear,SplitCP,SGD
0.84,3.071160208267569,0.7101849625000025,Linear,RO-StabCP,SGD
0.84,3.033305028791761,0.0453733888876865,Linear,LOO-StabCP,SGD
0.88,2.912527970170979,0.7233163837133968,Linear,OracleCP,SGD
0.88,2.911018742868839,34.90621814866783,Linear,FullCP,SGD
0.86,2.816688174449042,0.004360958739383564,Linear,SplitCP,SGD
0.9,3.036578262246028,0.8735874164899662,Linear,RO-StabCP,SGD
0.88,2.994415117166349,0.045794112179797716,Linear,LOO-StabCP,SGD
0.86,3.2225782150465547,0.6875994034629168,Linear,OracleCP,SGD
0.86,3.1733067002896034,43.670001640416295,Linear,FullCP,SGD
0.92,3.833274253411749,0.0042395962512745584,Linear,SplitCP,SGD
0.86,3.343313565145922,0.8013524635674867,Linear,RO-StabCP,SGD
0.86,3.3022340417955847,0.04672860333823705,Linear,LOO-StabCP,SGD
0.77,2.8965214539679147,3.9126335720600895,Linear,OracleCP,SGD
0.77,2.880693598616925,51.67229620052481,Linear,FullCP,SGD
0.77,2.8961099452159407,0.00720893179367487,Linear,SplitCP,SGD
0.78,3.0086815002129463,0.8376479383446197,Linear,RO-StabCP,SGD
0.77,2.969212615005675,0.04555947803612031,Linear,LOO-StabCP,SGD
0.95,3.658724070024358,0.7528438770703176,Linear,OracleCP,SGD
0.92,3.936425558457155,40.80593996561801,Linear,FullCP,SGD
0.9,3.638627197531771,0.004255777916355759,Linear,SplitCP,SGD
0.95,4.113462199823972,0.7411485786328799,Linear,RO-StabCP,SGD
0.95,4.07351613612222,0.04569297677304021,Linear,LOO-StabCP,SGD
0.83,2.986904771254729,0.8640483249245985,Linear,OracleCP,SGD
0.82,2.9559118797629433,47.007635925481004,Linear,FullCP,SGD
0.83,3.009201261693106,0.006654709764643749,Linear,SplitCP,SGD
0.85,3.07281214223512,0.7646645834121346,Linear,RO-StabCP,SGD
0.83,3.0319897262087943,0.05478707254867495,Linear,LOO-StabCP,SGD
0.94,3.2798196666969157,1.0689041594363278,Linear,OracleCP,SGD
0.94,3.5449596348335874,38.07480257862924,Linear,FullCP,SGD
0.96,3.8321477291910178,0.007653927583407887,Linear,SplitCP,SGD
0.95,3.651091394950125,0.7837913115381138,Linear,RO-StabCP,SGD
0.94,3.6130680843510907,0.20220608685468278,Linear,LOO-StabCP,SGD
0.94,3.491170320394324,0.7134738859277565,Linear,OracleCP,SGD
0.94,3.472079072760394,41.10663980240569,Linear,FullCP,SGD
0.94,3.5273083306760373,0.004344777074302363,Linear,SplitCP,SGD
0.95,3.5965639016091204,0.6996304714507894,Linear,RO-StabCP,SGD
0.95,3.557496857891162,0.045612068447634206,Linear,LOO-StabCP,SGD
0.84,3.2351725175936625,0.8267859956588638,Linear,OracleCP,SGD
0.83,3.3020421104402202,39.68690500776012,Linear,FullCP,SGD
0.75,2.487216753924156,0.005040588672793989,Linear,SplitCP,SGD
0.84,3.433075046064122,0.870444128047943,Linear,RO-StabCP,SGD
0.84,3.3944098035243826,0.045794112179797716,Linear,LOO-StabCP,SGD
0.87,3.3050025254915876,0.8558482661447001,Linear,OracleCP,SGD
0.87,3.296625264626577,39.496155539782926,Linear,FullCP,SGD
0.87,3.313357446151816,0.0043407316580320624,Linear,SplitCP,SGD
0.9,3.418892136849771,0.8465357178904691,Linear,RO-StabCP,SGD
0.88,3.378786892893867,0.08894656753508944,Linear,LOO-StabCP,SGD
0.83,2.68127228023722,0.7616790662046531,Linear,OracleCP,SGD
0.81,2.6731210095710742,48.61746078525171,Linear,FullCP,SGD
0.91,3.237466905904057,0.004510639141384669,Linear,SplitCP,SGD
0.85,2.8488874452625272,0.5669246361198632,Linear,RO-StabCP,SGD
0.83,2.812560998050432,0.045389570552767704,Linear,LOO-StabCP,SGD
0.9,2.922585409013401,0.6650017081770201,Linear,OracleCP,SGD
0.88,2.866128507449474,41.54734745089218,Linear,FullCP,SGD
0.91,3.2265593754848236,0.00719275012859367,Linear,SplitCP,SGD
0.9,3.011779926434877,1.0602105598714529,Linear,RO-StabCP,SGD
0.9,2.9713905193689056,0.04581029384487892,Linear,LOO-StabCP,SGD
0.91,3.0503877555672227,0.8514873074053165,Linear,OracleCP,SGD
0.89,3.2548960597841665,37.99107864349911,Linear,FullCP,SGD
0.91,3.3934454616682004,0.004207232921112158,Linear,SplitCP,SGD
0.91,3.3679111342988755,0.8602618152955975,Linear,RO-StabCP,SGD
0.91,3.3281640592551507,0.0452398901507666,Linear,LOO-StabCP,SGD
0.86,2.964799839220177,0.7676379643708052,Linear,OracleCP,SGD
0.86,3.068260880190877,41.090729180214595,Linear,FullCP,SGD
0.86,3.1699888793719584,0.0042760049977072605,Linear,SplitCP,SGD
0.86,3.186219284196706,0.5789395224426547,Linear,RO-StabCP,SGD
0.86,3.1447244723552488,0.19363789519418706,Linear,LOO-StabCP,SGD
0.84,2.8048092999864354,0.7391946425743249,Linear,OracleCP,SGD
0.83,2.823467814344674,41.423039899738406,Linear,FullCP,SGD
0.77,2.499063763995221,0.00427195958143696,Linear,SplitCP,SGD
0.84,2.932457234521877,0.8953679376892623,Linear,RO-StabCP,SGD
0.84,2.895043665745384,0.06704063843141411,Linear,LOO-StabCP,SGD
0.9,2.826873441310114,0.9604101404831481,Linear,OracleCP,SGD
0.9,2.8228888566497807,42.753225359824604,Linear,FullCP,SGD
0.9,2.963143146384167,0.010841715604404407,Linear,SplitCP,SGD
0.9,2.9568455401990628,0.5374699602558078,Linear,RO-StabCP,SGD
0.9,2.917238838071331,0.045389570552767704,Linear,LOO-StabCP,SGD
0.87,3.151684655877816,0.8360864076642839,Linear,OracleCP,SGD
0.87,3.1662696781010475,34.13829295974184,Linear,FullCP,SGD
0.93,3.5541255196778185,0.004308368327869661,Linear,SplitCP,SGD
0.89,3.2627944820296637,0.7709956598751544,Linear,RO-StabCP,SGD
0.87,3.223522774562288,0.04545429721309251,Linear,LOO-StabCP,SGD
0.88,2.970088885756636,0.8431942040512012,Linear,OracleCP,SGD
0.87,3.0059492259579423,40.96068522878953,Linear,FullCP,SGD
0.74,2.4175997100024884,0.004316459160410261,Linear,SplitCP,SGD
