Coverage,Length,Time,DGP,Method,Algorithm,LogTime
0.93,3.61830879346079,0.04204082489013672,Linear,LOO-StabCP,RLM,-1.3763287711947008
0.78,3.0716808458911347,3.7820467948913574,Linear,OracleCP,RLM,0.5777268980249838
0.77,3.046901894033293,187.9888472557068,Linear,FullCP,RLM,2.2741320848010296
0.65,2.459538197266794,0.013048171997070312,Linear,SplitCP,RLM,-1.884450327191093
0.78,3.1684888411016514,2.894697904586792,Linear,RO-StabCP,RLM,0.4616032467450561
0.78,3.168723284095821,0.04285430908203125,Linear,LOO-StabCP,RLM,-1.368005502411538
0.85,3.046432705602716,3.660156011581421,Linear,OracleCP,RLM,0.5634995972864597
0.84,3.006779744336521,185.44905018806458,Linear,FullCP,RLM,2.2682246133500494
0.87,3.161615789955366,0.01206517219543457,Linear,SplitCP,RLM,-1.9184664754134315
0.87,3.133594176390151,3.653564929962158,Linear,RO-StabCP,RLM,0.5627168298894485
0.87,3.1330975611440453,0.04362225532531738,Linear,LOO-StabCP,RLM,-1.360291884607393
0.95,3.133776889348439,3.796041965484619,Linear,OracleCP,RLM,0.5793310049348279
0.95,3.4674171245030134,226.6856620311737,Linear,FullCP,RLM,2.3554240516762928
0.96,3.863209645521417,0.018386125564575195,Linear,SplitCP,RLM,-1.735509778276968
0.95,3.5752332503223165,4.148373126983643,Linear,RO-StabCP,RLM,0.6178778122546451
0.95,3.5751362664116737,0.049192190170288086,Linear,LOO-StabCP,RLM,-1.3081038410370156
0.93,3.485825541042889,4.121279954910278,Linear,OracleCP,RLM,0.615032116767518
0.91,3.428333790208932,255.34080004692078,Linear,FullCP,RLM,2.4071202148023514
0.86,2.9368503699165878,0.015303850173950195,Linear,SplitCP,RLM,-1.8151992947414237
0.94,3.612307192542163,4.128944158554077,Linear,RO-StabCP,RLM,0.6158390093470152
0.94,3.6124126967527554,0.03124690055847168,Linear,LOO-StabCP,RLM,-1.5051930547074326
0.9,3.265300980415467,3.658673048019409,Linear,OracleCP,RLM,0.5633236011276713
0.89,3.1890870404862066,171.29593801498413,Linear,FullCP,RLM,2.2337470645499002
0.89,3.1467369885215493,0.015518903732299805,Linear,SplitCP,RLM,-1.8091389609018405
0.9,3.3596713382025687,2.5512280464172363,Linear,RO-StabCP,RLM,0.4067492805910063
0.9,3.359228837303604,0.02531719207763672,Linear,LOO-StabCP,RLM,-1.5965844634576347
0.92,3.3150871997031084,2.813746929168701,Linear,OracleCP,RLM,0.44928503403405284
0.92,3.460812924852084,144.7161819934845,Linear,FullCP,RLM,2.1605170961331663
0.91,3.3145322748949297,0.017969846725463867,Linear,SplitCP,RLM,-1.7454556272076176
0.92,3.6125243894920818,2.515407085418701,Linear,RO-StabCP,RLM,0.4006082799065662
0.92,3.6117300106322467,0.03428006172180176,Linear,LOO-StabCP,RLM,-1.464958404793945
0.95,3.6748406015684725,3.0064051151275635,Linear,OracleCP,RLM,0.47804750167002985
0.95,3.7121814479542,124.45489692687988,Linear,FullCP,RLM,2.095011989465961
0.95,3.7289584114424112,0.02144598960876465,Linear,SplitCP,RLM,-1.6686539087762904
0.96,3.803243122112882,2.531924247741699,Linear,RO-StabCP,RLM,0.4034507079488271
0.96,3.8025961359404796,0.023746967315673828,Linear,LOO-StabCP,RLM,-1.6243918454987154
0.93,3.337250679341965,2.89143705368042,Linear,OracleCP,RLM,0.4611137421914681
0.93,3.320594028012715,144.39253497123718,Linear,FullCP,RLM,2.159544740985677
0.96,3.8137742685142473,0.011942148208618164,Linear,SplitCP,RLM,-1.9229175432877486
0.93,3.481733270584149,2.742598056793213,Linear,RO-StabCP,RLM,0.43816216396339813
0.93,3.4816835296173565,0.02844977378845215,Linear,LOO-StabCP,RLM,-1.5459211824435164
0.92,3.316337272586026,2.684607982635498,Linear,OracleCP,RLM,0.42888087722068496
0.92,3.3772991249306035,149.44151973724365,Linear,FullCP,RLM,2.174471275442113
0.92,3.3120001811151925,0.01119685173034668,Linear,SplitCP,RLM,-1.9509040727174602
0.92,3.5456404370071315,2.744103193283081,Linear,RO-StabCP,RLM,0.43840043918877114
0.92,3.5460930298911975,0.035444021224975586,Linear,LOO-StabCP,RLM,-1.45045701204608
0.95,3.733758739360064,2.7096168994903564,Linear,OracleCP,RLM,0.4329078922771561
0.95,3.8532809112056974,142.05480217933655,Linear,FullCP,RLM,2.152455919683279
0.95,3.904961078249225,0.01888418197631836,Linear,SplitCP,RLM,-1.7239018231671697
0.95,3.9795497713989025,2.7990262508392334,Linear,RO-StabCP,RLM,0.4470069715426767
0.95,3.978989441921377,0.023936033248901367,Linear,LOO-StabCP,RLM,-1.620947820548405
0.92,3.516031844965264,2.6243808269500732,Linear,OracleCP,RLM,0.41902685625329994
0.91,3.47870425466946,144.76762700080872,Linear,FullCP,RLM,2.160671455598832
0.94,3.566664387999593,0.011080265045166016,Linear,SplitCP,RLM,-1.9554498509544906
0.95,3.6182963741276257,2.7293941974639893,Linear,RO-StabCP,RLM,0.4360662639293425
0.95,3.618422293153182,0.023404836654663086,Linear,LOO-StabCP,RLM,-1.630694385522483
0.87,3.1609966312215843,2.774479866027832,Linear,OracleCP,RLM,0.44318157755359483
0.86,3.154104986152321,174.91393208503723,Linear,FullCP,RLM,2.242824402884492
0.88,3.2863693188884797,0.02168583869934082,Linear,SplitCP,RLM,-1.6638237768607544
0.88,3.3269226712538886,2.8560829162597656,Linear,RO-StabCP,RLM,0.45577081149046683
0.88,3.3268041745954573,0.03339815139770508,Linear,LOO-StabCP,RLM,-1.4762775709128133
0.86,3.0672551404936126,2.942081928253174,Linear,OracleCP,RLM,0.468654762372765
0.84,3.065340744401106,181.918799161911,Linear,FullCP,RLM,2.259877580594116
0.83,2.787308514490165,0.014583826065063477,Linear,SplitCP,RLM,-1.8361285239631735
0.88,3.2107862349712373,2.9096429347991943,Linear,RO-StabCP,RLM,0.4638396965594401
0.88,3.2106177369783984,0.0244600772857666,Linear,LOO-StabCP,RLM,-1.6115421750704226
0.83,3.0141997703106798,3.2345516681671143,Linear,OracleCP,RLM,0.5098140928766144
0.83,2.9255708890070053,194.4780569076538,Linear,FullCP,RLM,2.288870606682156
0.98,4.787346567155483,0.016340017318725586,Linear,SplitCP,RLM,-1.7867474874962
0.84,3.106900252756016,2.7884509563446045,Linear,RO-StabCP,RLM,0.44536301046422394
0.84,3.106663965554657,0.028161048889160156,Linear,LOO-StabCP,RLM,-1.5503511734542514
0.89,2.9150699631207613,3.313589096069336,Linear,OracleCP,RLM,0.520298652431587
0.89,2.9272171787421954,164.43615293502808,Linear,FullCP,RLM,2.215997307693372
0.95,3.957650960901131,0.013425111770629883,Linear,SplitCP,RLM,-1.8720820898991157
0.89,3.0442691807044735,2.812304973602295,Linear,RO-StabCP,RLM,0.44906241491493526
0.89,3.043589999945318,0.028741121292114258,Linear,LOO-StabCP,RLM,-1.5414962925177822
0.94,3.866959265970989,2.8026809692382812,Linear,OracleCP,RLM,0.4475736645869458
0.94,3.9282898085971327,142.53482866287231,Linear,FullCP,RLM,2.1539209980141845
0.99,4.46536777788958,0.012464761734008789,Linear,SplitCP,RLM,-1.9043160186920327
0.95,4.037298660499446,3.202306032180786,Linear,RO-StabCP,RLM,0.5054628334347607
0.95,4.037520946491096,0.0315699577331543,Linear,LOO-StabCP,RLM,-1.5007259995544138
0.96,3.6707629246095035,3.0173139572143555,Linear,OracleCP,RLM,0.47962050168701054
0.96,3.634089640947189,162.42990899085999,Linear,FullCP,RLM,2.21066600097489
0.96,3.5954427874121953,0.01371312141418457,Linear,SplitCP,RLM,-1.8628636787874078
0.97,3.753355425731276,3.3755910396575928,Linear,RO-StabCP,RLM,0.5283498254007544
0.97,3.7533179622803208,0.03578782081604004,Linear,LOO-StabCP,RLM,-1.4462647457670925
0.86,3.1649405939428856,2.6717967987060547,Linear,OracleCP,RLM,0.4268034251521417
0.85,3.1456568522696267,137.14977097511292,Linear,FullCP,RLM,2.1371950867175973
0.87,3.2529890926702003,0.011707067489624023,Linear,SplitCP,RLM,-1.9315518779908423
0.87,3.263855262272604,2.5424349308013916,Linear,RO-StabCP,RLM,0.4052498467253557
0.87,3.263554285275147,0.033226966857910156,Linear,LOO-StabCP,RLM,-1.4785093017244426
0.94,3.5919622967987572,2.6558499336242676,Linear,OracleCP,RLM,0.4242035319760493
0.94,3.7374151819971515,179.79411101341248,Linear,FullCP,RLM,2.254775462723886
0.94,3.589220761197703,0.012090921401977539,Linear,SplitCP,RLM,-1.9175406019889583
0.94,3.9036147794194926,2.7862648963928223,Linear,RO-StabCP,RLM,0.4450224033918954
0.94,3.903395545216112,0.04087018966674805,Linear,LOO-StabCP,RLM,-1.388593346848452
0.91,3.2425628946872784,2.9158689975738525,Linear,OracleCP,RLM,0.46476800836033544
0.91,3.1734943068283656,158.54237008094788,Linear,FullCP,RLM,2.2001453462591947
0.91,3.1909878993526055,0.01241612434387207,Linear,SplitCP,RLM,-1.9060139467312565
0.91,3.3518057152751073,2.9208168983459473,Linear,RO-StabCP,RLM,0.4655043325536844
0.91,3.3522035353496644,0.029585838317871094,Linear,LOO-StabCP,RLM,-1.5289161204323514
0.85,2.8755734778139326,2.742486000061035,Linear,OracleCP,RLM,0.4381444192506655
0.83,2.892509166684398,132.6902768611908,Linear,FullCP,RLM,2.122839100255232
0.83,2.874864413804151,0.020160913467407227,Linear,SplitCP,RLM,-1.6954897944057334
0.87,3.0151114683056868,2.4664881229400635,Linear,RO-StabCP,RLM,0.3920790285133391
0.87,3.0151766805729223,0.030333995819091797,Linear,LOO-StabCP,RLM,-1.5180703774282143
0.93,3.002050632871258,3.160644054412842,Linear,OracleCP,RLM,0.49977558919339926
0.93,3.3826084844975153,151.50958395004272,Linear,FullCP,RLM,2.1804401056104092
0.86,2.7459268947415048,0.021641969680786133,Linear,SplitCP,RLM,-1.6647032157203434
0.94,3.5026980320126744,2.817819833755493,Linear,RO-StabCP,RLM,0.44991322166645725
0.94,3.5023213119979384,0.02471303939819336,Linear,LOO-StabCP,RLM,-1.6070738384632022
0.93,3.2517838122875258,2.6160120964050293,Linear,OracleCP,RLM,0.41763974782876223
0.92,3.20648333850029,155.35336709022522,Linear,FullCP,RLM,2.191320670483545
0.89,3.0115055536821314,0.012444019317626953,Linear,SplitCP,RLM,-1.9050393233804126
0.93,3.359289466345889,2.4140360355377197,Linear,RO-StabCP,RLM,0.38274374874325895
0.93,3.3588433233493555,0.0237119197845459,Linear,LOO-StabCP,RLM,-1.625033282880422
0.88,3.0108163137568296,2.507188081741333,Linear,OracleCP,RLM,0.3991869146516865
0.88,2.966180003894591,151.9958620071411,Linear,FullCP,RLM,2.18183176470841
0.83,2.4283288277580226,0.013159990310668945,Linear,SplitCP,RLM,-1.8807444304807683
0.88,3.1092578617380933,2.368820905685425,Linear,RO-StabCP,RLM,0.37453222720113327
0.88,3.109530114070058,0.025238990783691406,Linear,LOO-StabCP,RLM,-1.5979280149523372
0.98,3.584707198834528,3.1750879287719727,Linear,OracleCP,RLM,0.5017557568568767
0.98,3.8080261191478955,159.86460900306702,Linear,FullCP,RLM,2.203752329813291
0.98,3.8798646045189567,0.028414249420166016,Linear,SplitCP,RLM,-1.5464638116229628
0.99,3.9495641843196574,2.6448001861572266,Linear,RO-StabCP,RLM,0.4223928667956774
0.99,3.9491413124264327,0.029850006103515625,Linear,LOO-StabCP,RLM,-1.5250555757331754
0.91,3.2253869291800994,3.2653870582580566,Linear,OracleCP,RLM,0.5139346671739301
0.91,3.190037376123982,168.71749711036682,Linear,FullCP,RLM,2.227160124109221
0.89,3.065140101349832,0.015233993530273438,Linear,SplitCP,RLM,-1.8171862331831712
0.92,3.324844901399354,2.5611181259155273,Linear,RO-StabCP,RLM,0.4084296098039168
0.93,3.3245891123648947,0.03163599967956543,Linear,LOO-StabCP,RLM,-1.4998184375298098
0.93,3.4082137524418443,2.5317957401275635,Linear,OracleCP,RLM,0.4034286648074814
0.92,3.3673843935061933,144.54418897628784,Linear,FullCP,RLM,2.160000636675919
0.93,3.4289930297193068,0.013042926788330078,Linear,SplitCP,RLM,-1.8846249434663016
0.93,3.502159311425654,2.5693519115448,Linear,RO-StabCP,RLM,0.4098235915279797
0.93,3.5019369828271336,0.02267313003540039,Linear,LOO-StabCP,RLM,-1.6444885211938038
0.85,2.8274253796998994,2.6033101081848145,Linear,OracleCP,RLM,0.4155259046638468
0.81,2.8205205780673825,159.41504883766174,Linear,FullCP,RLM,2.2025293165498243
0.78,2.537495239667672,0.011735916137695312,Linear,SplitCP,RLM,-1.930483002527614
0.87,2.974957840183836,2.8280980587005615,Linear,RO-StabCP,RLM,0.4514944636871847
0.87,2.974897118972835,0.03841900825500488,Linear,LOO-StabCP,RLM,-1.4154538501702632
0.85,3.035777628842839,2.6399343013763428,Linear,OracleCP,RLM,0.4215931189513625
0.83,2.94130786749431,175.43690180778503,Linear,FullCP,RLM,2.24412094915474
0.84,2.9978409679003164,0.011898040771484375,Linear,SplitCP,RLM,-1.9245245471945178
0.86,3.1141842592202607,3.0320708751678467,Linear,RO-StabCP,RLM,0.4817393487853936
0.86,3.1141783844178734,0.02765679359436035,Linear,LOO-StabCP,RLM,-1.5581981714788578
0.9,3.472845559196649,2.7595601081848145,Linear,OracleCP,RLM,0.44083985821961064
0.9,3.558805040193375,148.8123390674591,Linear,FullCP,RLM,2.172638943083085
0.9,3.7885709124759623,0.02064800262451172,Linear,SplitCP,RLM,-1.6851219532621882
0.9,3.705300552714679,2.751016855239868,Linear,RO-StabCP,RLM,0.43949325128217387
0.9,3.7043554074662137,0.02454400062561035,Linear,LOO-StabCP,RLM,-1.6100546466612338
0.91,2.920734621848661,2.768450975418091,Linear,OracleCP,RLM,0.44223683729569846
0.9,2.926580612485546,156.42551112174988,Linear,FullCP,RLM,2.1943075827129626
0.91,3.1102719656802935,0.012542963027954102,Linear,SplitCP,RLM,-1.9015998578685804
0.91,3.052550299422362,3.1280100345611572,Linear,RO-StabCP,RLM,0.4952681375935485
0.91,3.0528910185347384,0.04136514663696289,Linear,LOO-StabCP,RLM,-1.3833654317859971
0.92,3.518064950131757,2.663439989089966,Linear,OracleCP,RLM,0.42544291598824463
0.91,3.485196263186668,136.37314629554749,Linear,FullCP,RLM,2.134728860321705
0.92,3.5721349968733165,0.011631965637207031,Linear,SplitCP,RLM,-1.9343468894624627
0.93,3.611233567661264,2.783413887023926,Linear,RO-StabCP,RLM,0.4445777896922343
0.93,3.6109921954171154,0.04075193405151367,Linear,LOO-StabCP,RLM,-1.389851775194724
0.86,3.2180002585551364,2.765990972518921,Linear,OracleCP,RLM,0.4418507583504371
0.85,3.208667213682621,140.73978185653687,Linear,FullCP,RLM,2.148416873545322
0.96,4.206512559554376,0.02021503448486328,Linear,SplitCP,RLM,-1.6943255134659458
0.87,3.3319660251375685,2.569209098815918,Linear,RO-StabCP,RLM,0.40979945139225304
0.87,3.3322675986217116,0.02631402015686035,Linear,LOO-StabCP,RLM,-1.579812796970717
0.89,2.956178016442012,2.6760900020599365,Linear,OracleCP,RLM,0.42750071550112584
0.89,3.3553686937657323,131.18537306785583,Linear,FullCP,RLM,2.117885414688692
0.83,2.7848319075019234,0.0221102237701416,Linear,SplitCP,RLM,-1.655406862050597
0.9,3.4742642400944668,2.697204828262329,Linear,RO-StabCP,RLM,0.4309139284352008
0.9,3.473059061992797,0.024367332458496094,Linear,LOO-StabCP,RLM,-1.6131920113144418
0.95,3.2762564192213732,2.6647300720214844,Linear,OracleCP,RLM,0.42565322305535347
0.95,3.404559967199235,146.4779360294342,Linear,FullCP,RLM,2.165772211841546
0.97,3.648019675126084,0.011940240859985352,Linear,SplitCP,RLM,-1.9229869124773784
0.95,3.5583511887196466,2.6302080154418945,Linear,RO-StabCP,RLM,0.4199900969255411
0.95,3.558747443439959,0.02514791488647461,Linear,LOO-StabCP,RLM,-1.5994980181960734
0.86,2.8617293134184383,2.5020909309387207,Linear,OracleCP,RLM,0.39830308876560455
0.86,2.8242409316162953,146.667986869812,Linear,FullCP,RLM,2.166335331000801
0.84,2.7715093693800132,0.018646240234375,Linear,SplitCP,RLM,-1.7294087247171637
0.88,2.9661576897100015,2.4693479537963867,Linear,RO-StabCP,RLM,0.392582290323396
0.88,2.966026613080665,0.021683931350708008,Linear,LOO-StabCP,RLM,-1.6638619763248454
0.85,3.1844405267476374,2.3814642429351807,Linear,OracleCP,RLM,0.37684406507812696
0.83,3.0943914947754454,142.54928302764893,Linear,FullCP,RLM,2.1539650373037125
0.91,4.003506312036076,0.011265993118286133,Linear,SplitCP,RLM,-1.9482305183848214
0.85,3.2674263801313077,2.47525691986084,Linear,RO-StabCP,RLM,0.39362028330472937
0.85,3.267485071171953,0.025891780853271484,Linear,LOO-StabCP,RLM,-1.586838077485163
0.9,3.4550858890366056,3.011453866958618,Linear,OracleCP,RLM,0.4787762145168044
0.89,3.439083093020859,138.61341381072998,Linear,FullCP,RLM,2.1418052595838635
0.88,3.249802551426107,0.01299905776977539,Linear,SplitCP,RLM,-1.8860881261714244
0.9,3.6119119968852673,2.7354907989501953,Linear,RO-StabCP,RLM,0.4370352583304947
0.9,3.611649395483637,0.03806495666503906,Linear,LOO-StabCP,RLM,-1.419474660291926
0.94,3.5700099526506968,0.952747106552124,Linear,OracleCP,SGD,-0.021022361485581953
0.94,3.615145432685602,28.245436191558838,Linear,FullCP,SGD,1.4509482858921134
0.97,4.150621494191285,0.015476226806640625,Linear,SplitCP,SGD,-1.8103349142473353
0.95,3.746722192983624,0.8716938495635986,Linear,RO-StabCP,SGD,-0.05963601826810749
0.94,3.685321347123899,0.015460014343261719,Linear,LOO-StabCP,SGD,-1.8107901074942445
0.9,3.35621109443221,1.1422832012176514,Linear,OracleCP,SGD,0.057773789967896706
0.88,3.314677759944475,29.585323810577393,Linear,FullCP,SGD,1.471076326980526
0.84,3.0266204931880103,0.0037817955017089844,Linear,SplitCP,SGD,-2.422301959065951
0.9,3.484999685978278,0.8136320114135742,Linear,RO-StabCP,SGD,-0.08957197293341523
0.9,3.4272916147927766,0.007892131805419922,Linear,LOO-StabCP,SGD,-2.1028056702662026
0.88,3.00630864984645,0.8222489356994629,Linear,OracleCP,SGD,-0.08499667998595774
0.87,3.1382410664855143,35.483903884887695,Linear,FullCP,SGD,1.5500313942035633
0.92,3.7775344578895234,0.00869297981262207,Linear,SplitCP,SGD,-2.060831328919286
0.89,3.3297470270956397,0.9129800796508789,Linear,RO-StabCP,SGD,-0.03953869825111365
0.88,3.270862404730628,0.006871223449707031,Linear,LOO-StabCP,SGD,-2.1629659281296156
0.89,3.353146389274873,0.9524939060211182,Linear,OracleCP,SGD,-0.021137794224382465
0.87,3.2863783854285247,30.52236294746399,Linear,FullCP,SGD,1.4846181523274171
0.89,3.3960150429959595,0.006672859191894531,Linear,SplitCP,SGD,-2.175688039367483
0.91,3.4789215503268816,0.849388837814331,Linear,RO-StabCP,SGD,-0.07089345055924866
0.9,3.418651659239446,0.007195949554443359,Linear,LOO-StabCP,SGD,-2.1429118898378365
0.9,3.010012430518414,0.800917387008667,Linear,OracleCP,SGD,-0.09641227819365984
0.9,3.260091858575488,29.837554931640625,Linear,FullCP,SGD,1.474763231561906
0.85,2.806999094559834,0.007272958755493164,Linear,SplitCP,SGD,-2.13828887527918
0.9,3.374309935819101,0.8476650714874268,Linear,RO-StabCP,SGD,-0.07177571182062684
0.9,3.3157311084005467,0.008896827697753906,Linear,LOO-StabCP,SGD,-2.0507648202038267
0.92,3.1867862329187084,1.1366262435913086,Linear,OracleCP,SGD,0.05561767926045504
0.92,3.240318181606995,31.081069946289062,Linear,FullCP,SGD,1.4924959607006645
0.92,3.195465068985732,0.002698183059692383,Linear,SplitCP,SGD,-2.568928588719979
0.93,3.419307408849316,0.9539611339569092,Linear,RO-StabCP,SGD,-0.02046931885134444
0.93,3.3587408885942245,0.03660273551940918,Linear,LOO-StabCP,SGD,-1.4364864562288178
0.92,3.2662226667352208,0.7799398899078369,Linear,OracleCP,SGD,-0.10793886716501203
0.9,3.646394225609309,29.016647338867188,Linear,FullCP,SGD,1.462647231453063
0.85,3.0301918736973694,0.0024940967559814453,Linear,SplitCP,SGD,-2.6030867025119475
0.94,3.811255513709231,0.9450602531433105,Linear,RO-StabCP,SGD,-0.024540501783361382
0.93,3.752414448381158,0.014831781387329102,Linear,LOO-StabCP,SGD,-1.8288066844250597
0.93,3.4713919409253413,1.4131848812103271,Linear,OracleCP,SGD,0.15019898254001515
0.91,3.4815022341978716,49.177491903305054,Linear,FullCP,SGD,1.6917663755549828
0.87,3.0846900339852326,0.013356685638427734,Linear,SplitCP,SGD,-1.8743012954170881
0.93,3.682013208398287,1.1430752277374268,Linear,RO-StabCP,SGD,0.058074812999096254
0.93,3.6220211588914664,0.00758814811706543,Linear,LOO-StabCP,SGD,-2.1198642004775796
0.87,3.089182226102329,0.9740641117095947,Linear,OracleCP,SGD,-0.011412457448515635
0.86,3.021389716240311,38.01516389846802,Linear,FullCP,SGD,1.5799568672427857
0.88,3.151384848112664,0.002832174301147461,Linear,SplitCP,SGD,-2.5478800222756535
0.88,3.214114030395553,1.0363678932189941,Linear,RO-StabCP,SGD,0.01551395003569919
0.88,3.151453765202819,0.0064809322357177734,Linear,LOO-StabCP,SGD,-2.1883625194830776
0.91,3.659576941640125,0.9496839046478271,Linear,OracleCP,SGD,-0.022420922406665156
0.9,3.6977703437303306,30.49632501602173,Linear,FullCP,SGD,1.4842475074968142
0.81,2.7737795559501737,0.00765681266784668,Linear,SplitCP,SGD,-2.1159519782574665
0.93,3.8606892905824264,0.904224157333374,Linear,RO-StabCP,SGD,-0.04372389449655309
0.92,3.79870375684915,0.01023101806640625,Linear,LOO-StabCP,SGD,-1.9900811484360814
0.92,3.087312487551147,0.9191679954528809,Linear,OracleCP,SGD,-0.03660510577341429
0.91,3.2575327681416604,31.91893720626831,Linear,FullCP,SGD,1.5040484223673736
0.96,3.816670888881791,0.0072879791259765625,Linear,SplitCP,SGD,-2.137392879927234
0.94,3.4394672028695594,0.8720378875732422,Linear,RO-StabCP,SGD,-0.059464645793879015
0.92,3.379111833518538,0.0059070587158203125,Linear,LOO-StabCP,SGD,-2.228628712258856
0.93,3.3269946545630376,0.9312129020690918,Linear,OracleCP,SGD,-0.03095101544913268
0.92,3.4944629086199894,35.19659996032715,Linear,FullCP,SGD,1.5465007120637118
0.87,3.0764882437150844,0.0029528141021728516,Linear,SplitCP,SGD,-2.5297638936857303
0.94,3.7145094388319735,1.0233371257781982,Linear,RO-StabCP,SGD,0.010018730237809867
0.93,3.655316759266542,0.008313894271850586,Linear,LOO-StabCP,SGD,-2.080195502736207
0.95,3.518330345652763,1.2039210796356201,Linear,OracleCP,SGD,0.0805980186476068
0.95,3.5597446778844226,33.85361576080322,Linear,FullCP,SGD,1.5296050606460652
0.92,3.4582673991049155,0.0034530162811279297,Linear,SplitCP,SGD,-2.461801373927595
0.96,3.678234466083654,0.9033458232879639,Linear,RO-StabCP,SGD,-0.044145959106279706
0.95,3.6213986299928416,0.016668081283569336,Linear,LOO-StabCP,SGD,-1.778114390329017
0.94,3.0494476690164145,0.9909079074859619,Linear,OracleCP,SGD,-0.003966705887221351
0.94,3.058612496491877,31.146363258361816,Linear,FullCP,SGD,1.493407344445247
0.94,3.084106082959203,0.010083198547363281,Linear,SplitCP,SGD,-1.9964016810727554
0.96,3.1948920506355307,0.8236019611358643,Linear,RO-StabCP,SGD,-0.08428262792400372
0.94,3.1370670360709236,0.010720968246459961,Linear,LOO-StabCP,SGD,-1.969765990286388
0.95,3.6533122753896707,0.8292050361633301,Linear,OracleCP,SGD,-0.08133806888967905
0.94,3.6138199207097683,33.76433706283569,Linear,FullCP,SGD,1.5284582270969613
0.96,4.644361729867412,0.0030798912048339844,Linear,SplitCP,SGD,-2.5114646244004555
0.95,3.8495704666570094,0.9095947742462158,Linear,RO-StabCP,SGD,-0.041152043397884946
0.95,3.78949044660903,0.023311138153076172,Linear,LOO-StabCP,SGD,-1.6324365217804295
0.89,2.957946188983522,0.9691979885101318,Linear,OracleCP,SGD,-0.01358749587569594
0.89,3.071049619467026,34.537785053253174,Linear,FullCP,SGD,1.5382944823340945
0.99,4.682148272995022,0.0025148391723632812,Linear,SplitCP,SGD,-2.5994897834861894
0.9,3.191799929381963,0.9705538749694824,Linear,RO-StabCP,SGD,-0.012980352132854641
0.9,3.1315274781422517,0.008379220962524414,Linear,LOO-StabCP,SGD,-2.0767963569549424
0.94,3.4925868535357263,0.8831009864807129,Linear,OracleCP,SGD,-0.05398963009903999
0.92,3.4883739687784554,31.636478185653687,Linear,FullCP,SGD,1.5001881312836995
0.95,4.019988033087428,0.011584043502807617,Linear,SplitCP,SGD,-1.93613982019097
0.94,3.693820522880955,0.9951579570770264,Linear,RO-StabCP,SGD,-0.002107980116222489
0.94,3.633554101227489,0.009026050567626953,Linear,LOO-StabCP,SGD,-2.0445022377137425
0.94,3.0576556452528703,0.9655642509460449,Linear,OracleCP,SGD,-0.015218821933359074
0.94,3.130217404724431,30.56316590309143,Linear,FullCP,SGD,1.485198338877105
0.97,4.0535906766355865,0.0059659481048583984,Linear,SplitCP,SGD,-2.2243205286929735
0.94,3.286172978786191,1.0457847118377686,Linear,RO-StabCP,SGD,0.019442288657313705
0.94,3.2253537493654094,0.013391971588134766,Linear,LOO-StabCP,SGD,-1.8731554807314441
0.87,2.8943165893835516,0.9855759143829346,Linear,OracleCP,SGD,-0.006309918388251741
0.85,3.0294910331775005,33.385956048965454,Linear,FullCP,SGD,1.523563817317894
0.8,2.7858327873321143,0.006693840026855469,Linear,SplitCP,SGD,-2.174324670867411
0.88,3.212338019635634,0.8765618801116943,Linear,RO-StabCP,SGD,-0.05721741985262072
0.87,3.151699420415887,0.018127918243408203,Linear,LOO-StabCP,SGD,-1.7416520661367207
0.93,3.580909410372363,1.1663968563079834,Linear,OracleCP,SGD,0.06684634045783674
0.92,3.531436491863118,32.13005995750427,Linear,FullCP,SGD,1.506911535983792
0.93,3.632651413409929,0.004740715026855469,Linear,SplitCP,SGD,-2.3241561501406247
0.94,3.712539468608814,0.9008340835571289,Linear,RO-StabCP,SGD,-0.045355190409298085
0.93,3.6492681022135027,0.014039039611816406,Linear,LOO-StabCP,SGD,-1.852662600579046
0.88,3.2460368157932233,0.9456219673156738,Linear,OracleCP,SGD,-0.024282447447204897
0.87,3.238406028120471,30.64835214614868,Linear,FullCP,SGD,1.4864071289988594
0.94,3.8778302091988786,0.0024857521057128906,Linear,SplitCP,SGD,-2.604542184016586
0.92,3.4163839829713885,0.8815078735351562,Linear,RO-StabCP,SGD,-0.054773804274925335
0.89,3.3557852819755114,0.012375116348266602,Linear,LOO-StabCP,SGD,-1.9074507092289286
0.85,3.239842237568328,1.141077995300293,Linear,OracleCP,SGD,0.057315330457530185
0.85,3.214542337084051,32.794814109802246,Linear,FullCP,SGD,1.5158051735421878
0.91,3.7163697816633636,0.012019872665405273,Linear,SplitCP,SGD,-1.9201001330824277
0.85,3.375761648425784,0.9100997447967529,Linear,RO-StabCP,SGD,-0.04091100741414557
0.85,3.315246991908497,0.010042190551757812,Linear,LOO-StabCP,SGD,-1.9981715420941373
0.89,3.1222856924013365,1.0766289234161377,Linear,OracleCP,SGD,0.03206604286894713
0.88,3.1784273290762637,27.761307954788208,Linear,FullCP,SGD,1.4434399237484348
0.84,2.9479515047669134,0.0024940967559814453,Linear,SplitCP,SGD,-2.6030867025119475
0.91,3.36591798074138,1.0705790519714355,Linear,RO-StabCP,SGD,0.029618741287074455
0.89,3.304991288897054,0.006993770599365234,Linear,LOO-StabCP,SGD,-2.155288616960107
0.93,3.43891754948441,0.9190928936004639,Linear,OracleCP,SGD,-0.03664059183559163
0.93,3.4663849327136504,31.24963116645813,Linear,FullCP,SGD,1.4948448958139413
